EID,GPU Duration (µs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,TCS Invocations,TES Invocations,GS Invocations,PS Invocations,CS Invocations
626,16.08,2670,890,0,890,172,2253,1808,0,0,890,69385,0
627,15.40,1770,590,0,590,40,0,1198,0,0,590,408,0
628,15.88,3492,1164,0,1164,232,2253,2364,0,0,1164,70128,0
629,16.88,3444,1148,0,1148,232,2253,2332,0,0,1148,70128,0
630,20.24,3732,1244,0,1244,232,2253,2528,0,0,1244,70128,0
631,21.44,3414,1138,0,1138,232,2253,2312,0,0,1138,70128,0
632,24.84,3630,1210,0,1210,232,2253,2458,0,0,1210,70128,0
633,25.96,2856,952,0,952,196,2253,1934,0,0,952,70128,0
634,18.00,1860,620,0,620,40,0,1258,0,0,620,408,0
635,20.36,3384,1128,0,1128,232,2253,2292,0,0,1128,70128,0
636,20.24,3696,1232,0,1232,232,2253,2502,0,0,1232,70128,0
637,16.92,2508,836,0,836,124,880,1698,0,0,836,16982,0
638,12.88,1986,662,0,662,52,0,1344,0,0,662,408,0
639,16.08,2910,970,0,970,196,2253,1970,0,0,970,70128,0
640,10.32,1818,606,0,606,40,0,1230,0,0,606,408,0
641,13.56,3042,1014,0,1014,216,2253,2060,0,0,1014,70128,0
642,17.08,3834,1278,0,1278,232,2253,2596,0,0,1278,70128,0
643,16.40,1566,522,0,522,40,0,1060,0,0,522,408,0
644,16.40,3612,1204,0,1204,232,2253,2446,0,0,1204,70128,0
645,19.80,3228,1076,0,1076,216,2253,2186,0,0,1076,70128,0
646,20.24,3696,1232,0,1232,232,2253,2502,0,0,1232,70128,0
647,20.12,3108,1036,0,1036,216,2253,2104,0,0,1036,70128,0
648,19.44,1716,572,0,572,40,0,1162,0,0,572,408,0
649,20.08,3528,1176,0,1176,232,2253,2388,0,0,1176,70128,0
650,20.00,3516,1172,0,1172,232,2253,2380,0,0,1172,70128,0
651,20.28,2742,914,0,914,172,2253,1856,0,0,914,69385,0
652,16.32,1698,566,0,566,40,0,1150,0,0,566,408,0
653,18.88,3324,1108,0,1108,224,2253,2250,0,0,1108,70128,0
654,19.76,3858,1286,0,1286,232,2253,2612,0,0,1286,70128,0
655,19.72,2916,972,0,972,198,2253,1974,0,0,972,70128,0
656,16.32,1794,598,0,598,40,0,1214,0,0,598,408,0
657,19.96,3276,1092,0,1092,218,2253,2218,0,0,1092,70128,0
658,21.24,3714,1238,0,1238,232,2253,2514,0,0,1238,70128,0
659,17.36,1476,492,0,492,38,0,998,0,0,492,164,0
660,17.12,3450,1150,0,1150,232,2253,2336,0,0,1150,70128,0
661,19.40,3066,1022,0,1022,216,2253,2076,0,0,1022,70128,0
662,20.52,3762,1254,0,1254,232,2253,2548,0,0,1254,70128,0
663,20.44,3930,1310,0,1310,232,2253,2662,0,0,1310,70128,0
664,23.80,3690,1230,0,1230,232,2253,2498,0,0,1230,70128,0
665,20.72,1434,478,0,478,38,0,970,0,0,478,164,0
666,20.64,2640,880,0,880,168,2253,1788,0,0,880,69385,0
667,13.64,1746,582,0,582,40,0,1182,0,0,582,408,0
668,17.16,3576,1192,0,1192,232,2253,2422,0,0,1192,70128,0
669,17.12,3792,1264,0,1264,232,2253,2568,0,0,1264,70128,0
670,20.32,3534,1178,0,1178,232,2253,2392,0,0,1178,70128,0
671,21.36,3612,1204,0,1204,232,2253,2446,0,0,1204,70128,0
672,25.20,2718,906,0,906,172,2253,1840,0,0,906,69385,0
673,21.80,4104,1368,0,1368,246,2253,2780,0,0,1368,70128,0
674,20.00,1308,436,0,436,20,0,886,0,0,436,164,0
675,21.60,3018,1006,0,1006,216,2253,2044,0,0,1006,70128,0
676,21.48,3774,1258,0,1258,232,2253,2556,0,0,1258,70128,0
677,17.16,1008,336,0,336,0,0,682,0,0,336,0,0
678,17.04,2898,966,0,966,196,2253,1962,0,0,966,70128,0
679,19.20,3930,1310,0,1310,232,2253,2662,0,0,1310,70128,0
680,16.08,1506,502,0,502,38,0,1020,0,0,502,164,0
681,16.72,3192,1064,0,1064,216,2253,2162,0,0,1064,70128,0
682,19.84,4110,1370,0,1370,246,2253,2784,0,0,1370,70128,0
683,16.92,1170,390,0,390,2,0,792,0,0,390,0,0
684,16.56,3738,1246,0,1246,232,2253,2532,0,0,1246,70128,0
685,19.32,3516,1172,0,1172,232,2253,2380,0,0,1172,70128,0
686,21.08,3786,1262,0,1262,232,2253,2564,0,0,1262,70128,0
687,21.08,3732,1244,0,1244,232,2253,2528,0,0,1244,70128,0
688,24.56,3888,1296,0,1296,232,2253,2632,0,0,1296,70128,0
689,25.64,3240,1080,0,1080,216,2253,2194,0,0,1080,70128,0
690,25.56,4020,1340,0,1340,246,2253,2722,0,0,1340,70128,0
691,21.60,2904,968,0,968,196,2253,1966,0,0,968,70128,0
692,25.32,3774,1258,0,1258,232,2253,2556,0,0,1258,70128,0
693,21.32,1206,402,0,402,8,0,816,0,0,402,0,0
694,20.92,4212,1404,0,1404,246,2253,2852,0,0,1404,70128,0
695,20.84,3294,1098,0,1098,218,2253,2230,0,0,1098,70128,0
696,20.88,4014,1338,0,1338,244,2253,2718,0,0,1338,70128,0
697,13.36,888,296,0,296,0,0,600,0,0,296,0,0
698,19.68,2958,986,0,986,212,2253,2002,0,0,986,70128,0
699,20.20,4158,1386,0,1386,246,2253,2816,0,0,1386,70128,0
700,16.28,1296,432,0,432,16,0,876,0,0,432,164,0
701,15.92,3240,1080,0,1080,216,2253,2194,0,0,1080,70128,0
702,19.84,4086,1362,0,1362,246,2253,2766,0,0,1362,70128,0
703,13.84,894,298,0,298,0,0,604,0,0,298,0,0
704,17.88,3588,1196,0,1196,232,2253,2430,0,0,1196,70128,0
705,21.20,3600,1200,0,1200,232,2253,2438,0,0,1200,70128,0
706,22.16,3936,1312,0,1312,232,2253,2666,0,0,1312,70128,0
707,21.04,3516,1172,0,1172,232,2253,2380,0,0,1172,70128,0
708,24.40,3780,1260,0,1260,232,2253,2560,0,0,1260,70128,0
709,21.96,3222,1074,0,1074,216,2253,2182,0,0,1074,70128,0
710,24.64,3714,1238,0,1238,232,2253,2514,0,0,1238,70128,0
711,20.68,720,240,0,240,0,0,486,0,0,240,0,0
712,19.76,3768,1256,0,1256,232,2253,2552,0,0,1256,70128,0
713,19.80,3564,1188,0,1188,232,2253,2414,0,0,1188,70128,0
714,19.56,3864,1288,0,1288,232,2253,2616,0,0,1288,70128,0
715,20.12,3468,1156,0,1156,232,2253,2348,0,0,1156,70128,0
716,23.36,3942,1314,0,1314,232,2253,2670,0,0,1314,70128,0
717,20.84,870,290,0,290,0,0,588,0,0,290,0,0
718,20.48,2928,976,0,976,202,2253,1982,0,0,976,70128,0
719,20.48,3858,1286,0,1286,232,2253,2612,0,0,1286,70128,0
720,13.36,1092,364,0,364,0,0,738,0,0,364,0,0
721,16.48,3222,1074,0,1074,216,2253,2182,0,0,1074,70128,0
722,19.80,3900,1300,0,1300,232,2253,2640,0,0,1300,70128,0
723,16.88,720,240,0,240,0,0,486,0,0,240,0,0
724,16.76,4110,1370,0,1370,246,2253,2784,0,0,1370,70128,0
725,20.04,3324,1108,0,1108,224,2253,2250,0,0,1108,70128,0
726,19.60,4140,1380,0,1380,246,2253,2804,0,0,1380,70128,0
727,15.64,834,278,0,278,0,0,564,0,0,278,0,0
728,18.56,2946,982,0,982,208,2253,1994,0,0,982,70128,0
729,19.60,3894,1298,0,1298,232,2253,2636,0,0,1298,70128,0
730,15.48,714,238,0,238,0,0,482,0,0,238,0,0
731,15.96,3882,1294,0,1294,232,2253,2628,0,0,1294,70128,0
736,17.96,3300,1100,0,1100,218,2253,2234,0,0,1100,2253,0
737,17.40,3204,1068,0,1068,216,2253,2170,0,0,1068,2253,0
738,16.40,2994,998,0,998,212,2253,2028,0,0,998,2253,0
739,18.92,2850,950,0,950,196,2253,1930,0,0,950,2253,0
740,16.00,3282,1094,0,1094,218,2253,2222,0,0,1094,2253,0
741,16.44,3420,1140,0,1140,232,2253,2316,0,0,1140,2253,0
742,16.52,3138,1046,0,1046,216,2253,2124,0,0,1046,2253,0
743,16.44,3288,1096,0,1096,218,2253,2226,0,0,1096,2253,0
744,16.56,3024,1008,0,1008,216,2253,2048,0,0,1008,2253,0
745,16.68,3024,1008,0,1008,216,2253,2048,0,0,1008,2253,0
746,16.40,3216,1072,0,1072,216,2253,2178,0,0,1072,2253,0
747,16.44,3096,1032,0,1032,216,2253,2096,0,0,1032,2253,0
748,16.40,3312,1104,0,1104,220,2253,2242,0,0,1104,2253,0
749,16.52,3096,1032,0,1032,216,2253,2096,0,0,1032,2253,0
750,16.56,2802,934,0,934,182,2253,1898,0,0,934,2253,0
751,15.96,3282,1094,0,1094,218,2253,2222,0,0,1094,2253,0
752,15.96,3318,1106,0,1106,222,2253,2246,0,0,1106,2253,0
753,16.00,3222,1074,0,1074,216,2253,2182,0,0,1074,2253,0
754,16.04,2856,952,0,952,196,2253,1934,0,0,952,2253,0
755,16.52,3108,1036,0,1036,216,2253,2104,0,0,1036,2253,0
756,16.80,3390,1130,0,1130,232,2253,2296,0,0,1130,2253,0
757,16.40,2694,898,0,898,172,2253,1824,0,0,898,2253,0
758,15.64,3228,1076,0,1076,216,2253,2186,0,0,1076,2253,0
759,15.60,2820,940,0,940,188,2253,1910,0,0,940,2253,0
760,15.44,2910,970,0,970,196,2253,1970,0,0,970,2253,0
761,15.40,3540,1180,0,1180,232,2253,2398,0,0,1180,2253,0
762,16.24,3582,1194,0,1194,232,2253,2426,0,0,1194,2253,0
763,16.20,3204,1068,0,1068,216,2253,2170,0,0,1068,2253,0
764,16.52,3468,1156,0,1156,232,2253,2348,0,0,1156,2253,0
765,15.84,2550,850,0,850,138,1277,1726,0,0,850,1277,0
766,15.04,2670,890,0,890,172,2253,1808,0,0,890,2253,0
767,14.20,3180,1060,0,1060,216,2253,2154,0,0,1060,2253,0
768,13.28,2478,826,0,826,118,880,1678,0,0,826,880,0
769,12.12,3594,1198,0,1198,232,2253,2434,0,0,1198,2253,0
770,13.56,3462,1154,0,1154,232,2253,2344,0,0,1154,2253,0
771,14.60,3126,1042,0,1042,216,2253,2116,0,0,1042,2253,0
772,14.36,3264,1088,0,1088,218,2253,2210,0,0,1088,2253,0
773,16.44,3720,1240,0,1240,232,2253,2518,0,0,1240,2253,0
774,13.56,2352,784,0,784,92,0,1592,0,0,784,0,0
775,13.76,3006,1002,0,1002,214,2253,2036,0,0,1002,2253,0
776,13.68,2658,886,0,886,172,2253,1800,0,0,886,2253,0
777,13.04,2880,960,0,960,196,2253,1950,0,0,960,2253,0
778,12.92,3576,1192,0,1192,232,2253,2422,0,0,1192,2253,0
779,15.36,2766,922,0,922,172,2253,1872,0,0,922,2253,0
780,14.72,3660,1220,0,1220,232,2253,2478,0,0,1220,2253,0
781,15.52,3228,1076,0,1076,216,2253,2186,0,0,1076,2253,0
782,15.84,3420,1140,0,1140,232,2253,2316,0,0,1140,2253,0
783,15.20,2604,868,0,868,156,1932,1762,0,0,868,1932,0
784,14.76,2994,998,0,998,212,2253,2028,0,0,998,2253,0
785,15.44,3642,1214,0,1214,232,2253,2466,0,0,1214,2253,0
786,14.56,2490,830,0,830,118,880,1686,0,0,830,880,0
787,13.44,3138,1046,0,1046,216,2253,2124,0,0,1046,2253,0
788,14.56,3648,1216,0,1216,232,2253,2470,0,0,1216,2253,0
789,11.68,2292,764,0,764,92,0,1552,0,0,764,0,0
790,11.80,2946,982,0,982,208,2253,1994,0,0,982,2253,0
791,14.28,3906,1302,0,1302,232,2253,2644,0,0,1302,2253,0
792,11.12,2334,778,0,778,92,0,1580,0,0,778,0,0
793,11.32,3048,1016,0,1016,216,2253,2064,0,0,1016,2253,0
794,12.76,2520,840,0,840,128,893,1706,0,0,840,893,0
795,12.40,3390,1130,0,1130,232,2253,2296,0,0,1130,2253,0
796,12.32,3402,1134,0,1134,232,2253,2304,0,0,1134,2253,0
797,14.80,3870,1290,0,1290,232,2253,2620,0,0,1290,2253,0
798,15.00,3006,1002,0,1002,214,2253,2036,0,0,1002,2253,0
799,16.88,3774,1258,0,1258,232,2253,2556,0,0,1258,2253,0
800,13.80,2388,796,0,796,94,0,1616,0,0,796,0,0
801,14.24,3078,1026,0,1026,216,2253,2084,0,0,1026,2253,0
802,14.16,3804,1268,0,1268,232,2253,2576,0,0,1268,2253,0
803,13.60,2562,854,0,854,142,1671,1734,0,0,854,1671,0
804,12.80,3042,1014,0,1014,216,2253,2060,0,0,1014,2253,0
805,15.24,3468,1156,0,1156,232,2253,2348,0,0,1156,2253,0
806,15.40,2874,958,0,958,196,2253,1946,0,0,958,2253,0
807,12.48,2340,780,0,780,92,0,1584,0,0,780,0,0
808,13.92,2940,980,0,980,206,2253,1990,0,0,980,2253,0
809,13.92,3786,1262,0,1262,232,2253,2564,0,0,1262,2253,0
810,11.00,2304,768,0,768,92,0,1560,0,0,768,0,0
811,11.24,3486,1162,0,1162,232,2253,2360,0,0,1162,2253,0
812,13.88,3360,1120,0,1120,232,2253,2276,0,0,1120,2253,0
813,14.08,3426,1142,0,1142,232,2253,2320,0,0,1142,2253,0
814,14.00,3288,1096,0,1096,218,2253,2226,0,0,1096,2253,0
815,16.52,3408,1136,0,1136,232,2253,2308,0,0,1136,2253,0
816,15.84,2478,826,0,826,118,880,1678,0,0,826,880,0
817,12.72,2316,772,0,772,92,0,1568,0,0,772,0,0
818,12.36,3036,1012,0,1012,216,2253,2056,0,0,1012,2253,0
819,9.24,2202,734,0,734,78,0,1490,0,0,734,0,0
820,9.28,2994,998,0,998,212,2253,2028,0,0,998,2253,0
821,11.32,3606,1202,0,1202,232,2253,2442,0,0,1202,2253,0
822,13.88,2874,958,0,958,196,2253,1946,0,0,958,2253,0
823,13.84,3660,1220,0,1220,232,2253,2478,0,0,1220,2253,0
824,13.16,1980,660,0,660,52,0,1340,0,0,660,0,0
825,13.12,2532,844,0,844,132,1186,1714,0,0,844,1186,0
826,12.28,3372,1124,0,1124,232,2253,2284,0,0,1124,2253,0
827,12.24,2700,900,0,900,172,2253,1828,0,0,900,2253,0
828,9.08,2346,782,0,782,92,0,1588,0,0,782,0,0
829,11.36,3480,1160,0,1160,232,2253,2356,0,0,1160,2253,0
830,13.08,4044,1348,0,1348,246,2253,2738,0,0,1348,2253,0
831,13.08,3528,1176,0,1176,232,2253,2388,0,0,1176,2253,0
832,13.92,3630,1210,0,1210,232,2253,2458,0,0,1210,2253,0
833,16.28,2772,924,0,924,172,2253,1876,0,0,924,2253,0
834,13.56,2034,678,0,678,52,0,1376,0,0,678,0,0
835,12.84,3354,1118,0,1118,232,2253,2272,0,0,1118,2253,0
836,12.88,3606,1202,0,1202,232,2253,2442,0,0,1202,2253,0
837,11.96,2478,826,0,826,118,880,1678,0,0,826,880,0
838,9.68,2382,794,0,794,92,0,1612,0,0,794,0,0
839,11.80,3246,1082,0,1082,218,2253,2198,0,0,1082,2253,0
840,12.24,3852,1284,0,1284,232,2253,2608,0,0,1284,2253,0
841,9.12,1722,574,0,574,40,0,1166,0,0,574,0,0
842,11.32,2670,890,0,890,172,2253,1808,0,0,890,2253,0
843,10.64,1770,590,0,590,40,0,1198,0,0,590,0,0
844,9.92,3492,1164,0,1164,232,2253,2364,0,0,1164,2253,0
845,10.04,3444,1148,0,1148,232,2253,2332,0,0,1148,2253,0
846,12.28,3732,1244,0,1244,232,2253,2528,0,0,1244,2253,0
847,13.76,3414,1138,0,1138,232,2253,2312,0,0,1138,2253,0
848,16.32,3630,1210,0,1210,232,2253,2458,0,0,1210,2253,0
849,16.84,2856,952,0,952,196,2253,1934,0,0,952,2253,0
850,13.72,1860,620,0,620,40,0,1258,0,0,620,0,0
851,13.72,3384,1128,0,1128,232,2253,2292,0,0,1128,2253,0
852,13.80,3696,1232,0,1232,232,2253,2502,0,0,1232,2253,0
853,12.76,2508,836,0,836,124,880,1698,0,0,836,880,0
854,9.64,1986,662,0,662,52,0,1344,0,0,662,0,0
855,11.48,2910,970,0,970,196,2253,1970,0,0,970,2253,0
856,8.88,1818,606,0,606,40,0,1230,0,0,606,0,0
857,9.00,3042,1014,0,1014,216,2253,2060,0,0,1014,2253,0
858,11.04,3834,1278,0,1278,232,2253,2596,0,0,1278,2253,0
859,10.36,1566,522,0,522,40,0,1060,0,0,522,0,0
860,10.76,3612,1204,0,1204,232,2253,2446,0,0,1204,2253,0
861,13.12,3228,1076,0,1076,216,2253,2186,0,0,1076,2253,0
862,13.80,3696,1232,0,1232,232,2253,2502,0,0,1232,2253,0
863,13.72,3108,1036,0,1036,216,2253,2104,0,0,1036,2253,0
864,13.08,1716,572,0,572,40,0,1162,0,0,572,0,0
865,13.72,3528,1176,0,1176,232,2253,2388,0,0,1176,2253,0
866,13.72,3516,1172,0,1172,232,2253,2380,0,0,1172,2253,0
867,13.76,2742,914,0,914,172,2253,1856,0,0,914,2253,0
868,10.68,1698,566,0,566,40,0,1150,0,0,566,0,0
869,12.28,3324,1108,0,1108,224,2253,2250,0,0,1108,2253,0
870,13.00,3858,1286,0,1286,232,2253,2612,0,0,1286,2253,0
871,13.00,2916,972,0,972,198,2253,1974,0,0,972,2253,0
872,10.72,1794,598,0,598,40,0,1214,0,0,598,0,0
873,13.12,3276,1092,0,1092,218,2253,2218,0,0,1092,2253,0
874,13.80,3714,1238,0,1238,232,2253,2514,0,0,1238,2253,0
875,10.68,1476,492,0,492,38,0,998,0,0,492,0,0
876,10.68,3450,1150,0,1150,232,2253,2336,0,0,1150,2253,0
877,13.20,3066,1022,0,1022,216,2253,2076,0,0,1022,2253,0
878,13.68,3762,1254,0,1254,232,2253,2548,0,0,1254,2253,0
879,13.68,3930,1310,0,1310,232,2253,2662,0,0,1310,2253,0
880,16.24,3690,1230,0,1230,232,2253,2498,0,0,1230,2253,0
881,13.72,1434,478,0,478,38,0,970,0,0,478,0,0
882,13.64,2640,880,0,880,168,2253,1788,0,0,880,2253,0
883,10.52,1746,582,0,582,40,0,1182,0,0,582,0,0
884,9.84,3576,1192,0,1192,232,2253,2422,0,0,1192,2253,0
885,9.84,3792,1264,0,1264,232,2253,2568,0,0,1264,2253,0
886,12.24,3534,1178,0,1178,232,2253,2392,0,0,1178,2253,0
887,14.04,3612,1204,0,1204,232,2253,2446,0,0,1204,2253,0
888,16.04,2718,906,0,906,172,2253,1840,0,0,906,2253,0
889,15.92,4104,1368,0,1368,246,2253,2780,0,0,1368,2253,0
890,12.80,1308,436,0,436,20,0,886,0,0,436,0,0
891,12.88,3018,1006,0,1006,216,2253,2044,0,0,1006,2253,0
892,12.92,3774,1258,0,1258,232,2253,2556,0,0,1258,2253,0
893,10.64,1008,336,0,336,0,0,682,0,0,336,0,0
894,10.36,2898,966,0,966,196,2253,1962,0,0,966,2253,0
895,12.96,3930,1310,0,1310,232,2253,2662,0,0,1310,2253,0
896,10.40,1506,502,0,502,38,0,1020,0,0,502,0,0
897,10.44,3192,1064,0,1064,216,2253,2162,0,0,1064,2253,0
898,13.00,4110,1370,0,1370,246,2253,2784,0,0,1370,2253,0
899,10.80,1170,390,0,390,2,0,792,0,0,390,0,0
900,10.88,3738,1246,0,1246,232,2253,2532,0,0,1246,2253,0
901,13.20,3516,1172,0,1172,232,2253,2380,0,0,1172,2253,0
902,13.84,3786,1262,0,1262,232,2253,2564,0,0,1262,2253,0
903,13.72,3732,1244,0,1244,232,2253,2528,0,0,1244,2253,0
904,16.04,3888,1296,0,1296,232,2253,2632,0,0,1296,2253,0
905,16.76,3240,1080,0,1080,216,2253,2194,0,0,1080,2253,0
906,16.72,4020,1340,0,1340,246,2253,2722,0,0,1340,2253,0
907,16.76,2904,968,0,968,196,2253,1966,0,0,968,2253,0
908,16.76,3774,1258,0,1258,232,2253,2556,0,0,1258,2253,0
909,13.60,1206,402,0,402,8,0,816,0,0,402,0,0
910,13.48,4212,1404,0,1404,246,2253,2852,0,0,1404,2253,0
911,13.52,3294,1098,0,1098,218,2253,2230,0,0,1098,2253,0
912,13.76,4014,1338,0,1338,244,2253,2718,0,0,1338,2253,0
913,10.60,888,296,0,296,0,0,600,0,0,296,0,0
914,12.64,2958,986,0,986,212,2253,2002,0,0,986,2253,0
915,13.48,4158,1386,0,1386,246,2253,2816,0,0,1386,2253,0
916,10.36,1296,432,0,432,16,0,876,0,0,432,0,0
917,10.64,3240,1080,0,1080,216,2253,2194,0,0,1080,2253,0
918,12.96,4086,1362,0,1362,246,2253,2766,0,0,1362,2253,0
919,10.72,894,298,0,298,0,0,604,0,0,298,0,0
920,10.68,3588,1196,0,1196,232,2253,2430,0,0,1196,2253,0
921,12.68,3600,1200,0,1200,232,2253,2438,0,0,1200,2253,0
922,13.44,3936,1312,0,1312,232,2253,2666,0,0,1312,2253,0
923,13.44,3516,1172,0,1172,232,2253,2380,0,0,1172,2253,0
924,15.88,3780,1260,0,1260,232,2253,2560,0,0,1260,2253,0
925,16.80,3222,1074,0,1074,216,2253,2182,0,0,1074,2253,0
926,16.72,3714,1238,0,1238,232,2253,2514,0,0,1238,2253,0
927,13.60,720,240,0,240,0,0,486,0,0,240,0,0
928,13.32,3768,1256,0,1256,232,2253,2552,0,0,1256,2253,0
929,13.28,3564,1188,0,1188,232,2253,2414,0,0,1188,2253,0
930,13.32,3864,1288,0,1288,232,2253,2616,0,0,1288,2253,0
931,13.32,3468,1156,0,1156,232,2253,2348,0,0,1156,2253,0
932,15.88,3942,1314,0,1314,232,2253,2670,0,0,1314,2253,0
933,13.72,870,290,0,290,0,0,588,0,0,290,0,0
934,13.40,2928,976,0,976,202,2253,1982,0,0,976,2253,0
935,13.48,3858,1286,0,1286,232,2253,2612,0,0,1286,2253,0
936,10.36,1092,364,0,364,0,0,738,0,0,364,0,0
937,10.04,3222,1074,0,1074,216,2253,2182,0,0,1074,2253,0
938,12.52,3900,1300,0,1300,232,2253,2640,0,0,1300,2253,0
939,10.36,720,240,0,240,0,0,486,0,0,240,0,0
940,10.16,4110,1370,0,1370,246,2253,2784,0,0,1370,2253,0
941,12.48,3324,1108,0,1108,224,2253,2250,0,0,1108,2253,0
942,13.52,4140,1380,0,1380,246,2253,2804,0,0,1380,2253,0
943,10.40,834,278,0,278,0,0,564,0,0,278,0,0
944,12.48,2946,982,0,982,208,2253,1994,0,0,982,2253,0
945,13.76,3894,1298,0,1298,232,2253,2636,0,0,1298,2253,0
946,10.64,714,238,0,238,0,0,482,0,0,238,0,0
947,13.00,3882,1294,0,1294,232,2253,2628,0,0,1294,2253,0
954,549.84,41472,13824,0,13824,9696,2139,14926,0,0,13824,61386,0
969,354.64,6,2,0,2,2,114195,6,0,0,2,1094225,0
972,803.08,6,2,0,2,2,980030,6,0,0,2,1094225,0
975,2772.28,6,2,0,2,2,980030,6,0,0,2,1094225,0
978,4074.68,3,1,0,1,1,1094225,3,0,0,1,1094225,0
984,10.84,0,0,0,0,0,0,0,0,0,0,0,256
989,50.84,0,0,0,0,0,0,0,0,0,0,0,30464
995,18.44,0,0,0,0,0,0,0,0,0,0,0,1
1008,181.84,3,1,0,1,1,1094225,3,0,0,1,1094225,0
1023,3.04,6,2,0,2,2,0,6,0,0,2,0,0
1027,2.00,6,3,0,3,3,0,6,0,0,3,0,0
1033,2.64,6,2,0,2,2,0,4,0,0,2,0,0
1051,84.56,516,172,0,172,172,1626814,222,0,0,172,1626814,0
1053,89.96,6507,2169,0,2169,2167,118792,3802,0,0,2169,118792,0
1056,195.92,6,2,0,2,2,1094225,4,0,0,2,1094225,0
1059,195.60,180,60,0,60,60,2719,77,0,0,60,2719,0
